img,maxrow,maxcol,row,col,pos,score,x1,x2,y1,y2
DSC_0103.TIF,3,3,1,1,1,3,655,893,650,888
DSC_0103.TIF,3,3,1,1,2,4,546,808,888,1150
DSC_0103.TIF,3,3,1,1,3,3,370,702,1121,1453
DSC_0103.TIF,3,3,1,1,5,3,922,1168,887,1133
DSC_0103.TIF,3,3,1,3,1,4,2287,2549,756,1018
DSC_0103.TIF,3,3,1,3,6,5,2546,2852,756,1062
DSC_0103.TIF,3,3,1,3,5,5,2590,2880,1123,1413
DSC_0103.TIF,3,3,1,3,4,5,2546,2808,1432,1694
DSC_0103.TIF,3,3,2,2,1,3,1308,1562,1708,1962
DSC_0103.TIF,3,3,2,2,2,3,1234,1514,1976,2256
DSC_0103.TIF,3,3,2,2,3,4,1168,1448,2340,2620
DSC_0103.TIF,3,3,2,2,4,2,1764,2036,2282,2554
DSC_0103.TIF,3,3,3,1,1,3,676,888,3080,3292
DSC_0103.TIF,3,3,3,1,6,4,888,1142,2994,3248
DSC_0103.TIF,3,3,3,1,5,4,954,1234,3274,3554
DSC_0103.TIF,3,3,3,1,4,4,1002,1274,3603,3875
DSC_0103.TIF,3,3,3,3,2,3,1953,2217,3344,3608
DSC_0103.TIF,3,3,3,3,6,4,2310,2634,2976,3300
DSC_0103.TIF,3,3,3,3,5,5,2432,2748,3323,3639
DSC_0103.TIF,3,3,3,3,4,4,2494,2800,3634,3940
DSC_0105.TIF,3,3,1,1,3,0,448,808,1067,1427
DSC_0105.TIF,3,3,1,1,4,0,1059,1427,940,1308
DSC_0105.TIF,3,3,1,3,2,0,2027,2405,598,976
DSC_0105.TIF,3,3,1,3,5,0,2599,2941,660,1002
DSC_0105.TIF,3,3,2,2,1,0,1366,1672,1388,1694
DSC_0105.TIF,3,3,2,2,6,0,1681,1989,1378,1686
DSC_0105.TIF,3,3,3,1,2,1,430,782,3239,3591
DSC_0105.TIF,3,3,3,1,5,0,935,1225,3274,3564
DSC_0105.TIF,3,3,3,3,1,0,2239,2581,2906,3248
DSC_0105.TIF,3,3,3,3,6,0,2594,2858,2932,3196
DSC_0106.TIF,3,3,1,1,3,0,414,870,953,1409
DSC_0106.TIF,3,3,1,1,4,0,1027,1353,878,1204
DSC_0106.TIF,3,3,1,3,1,0,2076,2392,230,546
DSC_0106.TIF,3,3,1,3,6,0,2397,2731,132,466
DSC_0106.TIF,3,3,2,2,1,0,1414,1720,1436,1742
DSC_0106.TIF,3,3,2,2,6,0,1734,2050,1448,1764
DSC_0106.TIF,3,3,3,1,2,0,396,764,3068,3436
DSC_0106.TIF,3,3,3,1,5,0,966,1370,3112,3516
DSC_0106.TIF,3,3,3,3,3,0,1892,2296,3520,3924
DSC_0106.TIF,3,3,3,3,4,0,2564,2940,3600,3976
DSC_0107.TIF,3,3,1,1,2,0,282,616,558,892
DSC_0107.TIF,3,3,1,1,5,2,888,1230,624,966
DSC_0107.TIF,3,3,1,3,3,1,1966,2336,900,1270
DSC_0107.TIF,3,3,1,3,4,1,2616,3038,821,1243
DSC_0107.TIF,3,3,2,2,3,0,1142,1476,2243,2577
DSC_0107.TIF,3,3,2,2,4,1,1773,2107,2150,2484
DSC_0107.TIF,3,3,3,1,2,0,426,768,3256,3598
DSC_0107.TIF,3,3,3,1,5,0,1036,1388,3186,3538
DSC_0107.TIF,3,3,3,3,3,0,1958,2308,3450,3800
DSC_0107.TIF,3,3,3,3,4,0,2590,2950,3467,3827
DSC_0110.TIF,3,3,1,1,3,5,316,650,1058,1392
DSC_0110.TIF,3,3,1,1,4,4,896,1204,1036,1344
DSC_0110.TIF,3,3,1,3,2,5,1976,2274,791,1089
DSC_0110.TIF,3,3,1,3,5,5,2514,2840,702,1028
DSC_0110.TIF,3,3,2,2,2,4,1160,1510,1783,2133
DSC_0110.TIF,3,3,2,2,5,2,1699,1997,1800,2098
DSC_0110.TIF,3,3,3,1,1,2,572,888,2814,3130
DSC_0110.TIF,3,3,3,1,6,2,861,1177,2852,3168
DSC_0110.TIF,3,3,3,3,2,2,1922,2230,3309,3617
DSC_0110.TIF,3,3,3,3,5,2,2484,2844,3362,3722
DSC_0112.TIF,3,3,1,1,2,5,212,518,712,1018
DSC_0112.TIF,3,3,1,1,6,3,686,966,440,720
DSC_0112.TIF,3,3,1,1,5,4,834,1142,667,975
DSC_0112.TIF,3,3,1,1,4,1,818,1124,984,1290
DSC_0112.TIF,3,3,1,3,1,3,2208,2472,282,546
DSC_0112.TIF,3,3,1,3,2,3,2134,2432,585,883
DSC_0112.TIF,3,3,1,3,3,3,2134,2502,901,1269
DSC_0112.TIF,3,3,1,3,6,3,2506,2848,176,518
DSC_0112.TIF,3,3,2,2,2,0,1194,1520,1997,2323
DSC_0112.TIF,3,3,2,2,6,0,1594,1954,1720,2080
DSC_0112.TIF,3,3,2,2,5,3,1686,2010,2024,2348
DSC_0112.TIF,3,3,2,2,4,1,1694,2020,2304,2630
DSC_0112.TIF,3,3,3,1,1,2,536,808,2958,3230
