img,maxrow,maxcol,row,col,pos,score,x1,x2,y1,y2
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,1,1,1,0,401,707,264,570
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,1,1,2,4,428,658,560,790
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,1,1,3,4,363,617,990,1244
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,1,1,4,5,822,1032,854,1064
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,1,1,5,0,738,990,576,828
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,1,1,6,0,723,923,286,486
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,1,3,1,0,1743,1985,402,644
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,1,3,2,0,1676,1928,644,896
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,1,3,3,3,1612,1874,1076,1338
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,1,3,4,6,2065,2329,948,1212
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,1,3,5,6,2070,2302,686,918
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,1,3,6,0,2076,2286,486,696
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,2,2,1,0,1232,1476,1690,1934
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,2,2,2,0,1107,1349,1950,2192
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,2,2,3,0,1023,1265,2192,2434
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,2,2,4,2,1506,1748,2207,2449
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,2,2,5,5,1502,1722,1992,2212
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,2,2,6,5,1506,1676,1774,1944
\\nbi-ufiles\shared\Research-Groups\Mark-Banfield\Josh_Williams\Scoring_20Oct\Yuxuan\DSC_0806.tif,3,3,3,1,1,6,570,780,3076,3286
