img,maxrow,maxcol,row,col,pos,score,x1,x2,y1,y2
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,1,1,1,1,1496,1842,78,424
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,1,1,2,0,1345,1689,462,806
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,1,1,3,0,1351,1703,826,1178
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,1,1,4,0,1927,2259,820,1152
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,1,1,5,0,1920,2334,366,780
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,1,1,6,0,1811,2191,14,394
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,1,2,1,0,1498,1840,93,435
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,1,2,2,0,1338,1660,456,778
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,1,2,3,0,1392,1670,864,1142
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,1,2,4,0,1968,2242,805,1079
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,1,2,5,0,1955,2305,414,764
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,1,2,6,0,1843,2147,58,362
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,2,1,1,0,675,987,1134,1446
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,2,1,2,0,504,830,1423,1749
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,2,1,3,0,416,710,1792,2086
/Volumes/shared/Research-Groups/Mark-Banfield/Josh_Williams/Scoring_20Oct/JoshW/DSC_7587.TIF,3,3,2,1,4,0,1121,1449,1758,2086
