img,maxrow,maxcol,row,col,pos,score,x1,x2,y1,y2
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,1,1,0,800,1066,688,954
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,1,2,4,662,920,843,1101
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,1,3,2,612,904,1054,1346
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,1,4,1,662,972,1273,1583
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,1,5,1,1092,1410,1333,1651
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,1,6,4,1246,1522,1105,1381
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,1,7,0,1144,1436,886,1178
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,1,8,1,1032,1316,654,938
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,2,1,0,1892,2150,658,916
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,2,2,4,1772,2072,843,1143
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,2,3,0,1710,2038,1087,1415
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,2,4,0,1856,2174,1363,1681
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,2,5,0,2270,2562,1281,1573
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,2,6,4,2364,2630,1024,1290
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,2,7,0,2312,2544,826,1058
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,2,8,1,2150,2398,672,920
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,3,1,2,3258,3472,792,1006
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,3,2,1,3154,3360,924,1130
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,3,3,2,3094,3344,1083,1333
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,3,4,0,3154,3438,1294,1578
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,3,5,0,3472,3722,1349,1599
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,3,6,0,3641,3837,1196,1392
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,3,7,3,3532,3774,1001,1243
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,3,8,2,3502,3734,808,1040
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,4,1,1,4272,4478,723,929
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,4,2,0,4100,4348,878,1126
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,4,3,4,4112,4344,1100,1332
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,4,4,0,4152,4444,1312,1604
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,4,5,0,4640,4950,1380,1690
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,4,6,0,4702,4994,1113,1405
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,4,7,4,4624,4890,920,1186
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,1,4,8,0,4530,4762,714,946
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,1,1,0,868,1152,1896,2180
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,1,2,0,714,998,2080,2364
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,1,3,0,602,904,2295,2597
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,1,4,1,654,972,2699,3017
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,1,5,0,1147,1415,2638,2906
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,1,6,0,1272,1574,2372,2674
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,1,7,2,1143,1401,1994,2252
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,1,8,0,1968,2226,2025,2283
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,2,1,0,1814,2114,2209,2509
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,2,2,0,1827,2093,2218,2484
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,2,3,0,1796,2080,2454,2738
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,2,4,1,1994,2236,2681,2923
/Volumes/Mark-Banfield/Josh_Williams/Scoring_5May/Emma/_DSC8788.tif,2,4,2,2,5,0,2296,2562,2670,2936
