scorer,basename,row,col,pos,x1,x2,y1,y2,old_score,median_score,new_score
9,DSC_3617.tif,1,2,3,1366.0,1644.0,1231.0,1509.0,2.0,1.0,3
9,_DSC9260.tif,1,3,1,3199.0,3371.0,506.0,678.0,4.0,4.0,5
9,DSC_4392.TIF,3,1,2,531.0,709.0,3328.0,3506.0,6.0,6.0,6
9,_DSC1647.tif,2,1,2,1195.0,1323.0,1318.0,1446.0,5.0,5.0,6
9,DSC_1593.tif,1,4,4,3434.0,3610.0,677.0,853.0,2.0,1.0,1
9,_DSC0023.tif,1,2,1,1706.0,1960.0,926.0,1180.0,3.0,3.0,4
9,DSC_9228_s1.TIF,2,2,6,1464.0,1694.0,1544.0,1774.0,1.0,1.0,3
9,DSC_7711.TIF,3,3,1,2086.0,2316.0,3352.0,3582.0,6.0,6.0,6
9,_DSC1648.tif,2,1,4,1276.0,1442.0,1753.0,1919.0,3.0,3.0,5
9,DSC_0807.tif,1,3,1,1980.0,2208.0,679.0,907.0,5.0,5.0,5
9,DSC_6618.tif,2,2,4,1730.0,1966.0,2248.0,2484.0,1.0,1.0,2
9,DSC_3618.tif,1,2,2,1220.0,1472.0,942.0,1194.0,3.0,3.0,5
9,_DSC2691.tif,1,1,2,500.0,722.0,1198.0,1420.0,1.0,2.0,3
9,DSC_3616.tif,2,3,1,2090.0,2338.0,1874.0,2122.0,5.0,1.0,4
9,DSC_4547.TIF,1,3,4,2219.0,2423.0,1070.0,1274.0,3.0,3.0,5
9,_DSC9859.tif,2,3,1,3284.0,3464.0,1938.0,2118.0,5.0,4.0,6
9,DSC_4390.TIF,2,2,6,1826.0,2034.0,1904.0,2112.0,5.0,6.0,6
9,DSC_6618.tif,1,1,3,354.0,566.0,1053.0,1265.0,3.0,4.0,3
9,DSC_7492.TIF,1,2,1,1492.0,1694.0,907.0,1109.0,5.0,5.0,6
9,DSC_9231.TIF,3,1,3,596.0,830.0,2379.0,2613.0,2.0,3.0,4
9,DSC_9239.TIF,3,3,3,2960.0,3230.0,2320.0,2590.0,2.0,1.0,4
9,DSC_0104.TIF,3,1,5,831.0,1077.0,3342.0,3588.0,4.0,4.0,6
9,DSC_3617.tif,1,2,1,1526.0,1774.0,725.0,973.0,4.0,4.0,6
9,_DSC9260.tif,3,3,5,3415.0,3589.0,2632.0,2806.0,4.0,4.0,4
9,DSC_4542.TIF,3,3,5,2388.0,2606.0,3196.0,3414.0,4.0,4.0,5
9,DSC_4538.TIF,1,1,1,469.0,653.0,440.0,624.0,4.0,4.0,5
9,_DSC0770.tif,3,1,6,1362.0,1556.0,3666.0,3860.0,2.0,2.0,4
9,_DSC9859.tif,2,4,1,4477.0,4679.0,2110.0,2312.0,6.0,5.0,6
9,DSC_7587.TIF,1,2,1,1534.0,1846.0,136.0,448.0,1.0,1.0,1
9,DSC_1593.tif,2,2,4,1548.0,1734.0,2047.0,2233.0,5.0,5.0,6
9,DSC_0216.TIF,3,3,5,2646.0,2874.0,3556.0,3784.0,4.0,3.0,6
9,DSC_1593.tif,2,1,6,562.0,742.0,2086.0,2266.0,3.0,3.0,2
9,DSC_5085.TIF,2,1,6,777.0,1029.0,1248.0,1500.0,6.0,6.0,6
9,_DSC8785.tif,2,3,1,3388.0,3580.0,1828.0,2020.0,5.0,5.0,6
9,_DSC9859.tif,1,1,1,744.0,902.0,725.0,883.0,1.0,2.0,1
9,_DSC9260.tif,3,4,5,4585.0,4783.0,2702.0,2900.0,2.0,2.0,2
9,DSC_7711.TIF,3,1,6,1298.0,1568.0,3396.0,3666.0,6.0,6.0,6
9,DSC_2452.tif,2,2,2,1610.0,1770.0,1800.0,1960.0,6.0,6.0,6
9,DSC_4390.TIF,3,3,6,2526.0,2756.0,3016.0,3246.0,2.0,3.0,4
9,DSC_3618.tif,3,3,6,2342.0,2578.0,2945.0,3181.0,4.0,2.0,5
9,_DSC1015.TIF,1,3,3,2356.0,2642.0,1096.0,1382.0,5.0,5.0,6
9,_DSC1647.tif,2,4,6,4231.0,4369.0,1436.0,1574.0,6.0,6.0,6
9,DSC_0104.TIF,2,2,4,1560.0,1806.0,2418.0,2664.0,3.0,3.0,3
9,_DSC1647.tif,3,2,7,2232.0,2376.0,2088.0,2232.0,4.0,4.0,6
9,DSC_1177.tif,2,2,1,1226.0,1450.0,1868.0,2092.0,4.0,4.0,5
9,DSC_3613.tif,2,1,6,1122.0,1366.0,1581.0,1825.0,2.0,3.0,4
9,DSC_7586.TIF,3,1,4,1328.0,1636.0,3413.0,3721.0,2.0,2.0,3
9,_DSC1647.tif,4,3,7,3278.0,3392.0,3058.0,3172.0,4.0,4.0,6
9,DSC_3615.tif,3,1,4,1306.0,1518.0,3736.0,3948.0,3.0,2.0,5
9,_DSC0023.tif,1,1,1,490.0,680.0,991.0,1181.0,2.0,3.0,4
9,_DSC1648.tif,1,1,3,1182.0,1340.0,650.0,808.0,3.0,3.0,5
9,DSC_4547.TIF,3,3,3,2002.0,2178.0,3674.0,3850.0,2.0,2.0,4
9,DSC_6261.tif,2,1,4,1059.0,1311.0,3236.0,3488.0,6.0,5.0,6
9,_DSC1647.tif,2,2,8,2152.0,2272.0,1144.0,1264.0,1.0,1.0,2
9,_DSC1648.tif,2,3,7,3326.0,3470.0,1319.0,1463.0,4.0,4.0,5
9,_DSC1646.tif,3,2,1,1993.0,2153.0,1796.0,1956.0,3.0,3.0,4
9,DSC_4547.TIF,3,1,6,852.0,1020.0,3168.0,3336.0,4.0,4.0,6
9,_DSC8788.tif,2,3,5,3604.0,3848.0,2576.0,2820.0,3.0,3.0,3
9,DSC_1351.tif,3,1,5,726.0,976.0,3237.0,3487.0,6.0,6.0,6
9,_DSC1160.TIF,3,1,6,1372.0,1600.0,3494.0,3722.0,2.0,2.0,4
9,DSC_9231.TIF,1,1,5,1092.0,1310.0,394.0,612.0,3.0,4.0,3
