scorer,basename,row,col,pos,x1,x2,y1,y2,old_score,median_score,new_score
1,DSC_8266.tif,3,3,6,2418.0,2662.0,2802.0,3046.0,5.0,5.0,5
1,DSC_0805.tif,1,3,5,2394.0,2638.0,814.0,1058.0,5.0,5.0,6
1,DSC_1178.tif,3,1,4,1084.0,1328.0,3236.0,3480.0,4.0,4.0,3
1,DSC_4543.TIF,1,3,2,1804.0,2158.0,957.0,1311.0,5.0,5.0,4
1,DSC_1351.tif,3,1,1,340.0,522.0,3091.0,3273.0,6.0,6.0,6
1,DSC_4545.TIF,1,1,4,860.0,1096.0,873.0,1109.0,4.0,4.0,4
1,_DSC2689.tif,3,3,2,2386.0,2614.0,4028.0,4256.0,4.0,4.0,4
1,DSC_4390.TIF,1,3,5,2578.0,2780.0,734.0,936.0,6.0,5.0,5
1,DSC_0810.tif,1,1,3,296.0,498.0,848.0,1050.0,4.0,4.0,4
1,DSC_1556.tif,1,5,3,3957.0,4187.0,704.0,934.0,1.0,1.0,1
1,DSC_8263.tif,3,3,5,2617.0,2903.0,3152.0,3438.0,6.0,6.0,6
1,DSC_1556.tif,2,1,6,740.0,928.0,1646.0,1834.0,5.0,5.0,5
1,DSC_1175.tif,1,1,3,410.0,662.0,860.0,1112.0,3.0,3.0,3
1,DSC_1593.tif,1,1,4,730.0,926.0,800.0,996.0,0.0,4.0,5
1,DSC_8264.tif,2,2,2,1290.0,1534.0,1682.0,1926.0,5.0,5.0,6
1,DSC_0810.tif,3,3,3,1961.0,2183.0,2682.0,2904.0,5.0,4.0,3
1,DSC_7710.TIF,3,1,5,1450.0,1678.0,3636.0,3864.0,6.0,6.0,6
1,_DSC7622.tif,1,3,6,2542.0,2770.0,686.0,914.0,6.0,5.0,4
1,DSC_1351.tif,2,2,4,1522.0,1740.0,2268.0,2486.0,4.0,3.0,3
1,DSC_0807.tif,2,2,2,1037.0,1257.0,1930.0,2150.0,3.0,3.0,1
1,DSC_7490.TIF,2,1,6,898.0,1168.0,1904.0,2174.0,3.0,1.0,0
1,DSC_1351.tif,1,1,5,844.0,1070.0,654.0,880.0,6.0,6.0,6
1,DSC_1349.tif,3,1,2,330.0,582.0,3236.0,3488.0,4.0,4.0,4
1,DSC_1179.tif,3,1,3,550.0,820.0,3440.0,3710.0,4.0,3.0,2
1,DSC_4545.TIF,3,3,4,2242.0,2510.0,3388.0,3656.0,6.0,4.0,3
1,DSC_4545.TIF,1,1,5,760.0,970.0,503.0,713.0,4.0,5.0,6
1,_DSC2689.tif,2,2,5,2028.0,2286.0,2756.0,3014.0,3.0,3.0,2
1,DSC_1592.tif,1,3,1,2247.0,2425.0,512.0,690.0,5.0,5.0,6
1,DSC_7712.TIF,3,3,6,2402.0,2764.0,3329.0,3691.0,6.0,5.0,6
1,DSC_0808.tif,2,2,6,1568.0,1812.0,1712.0,1956.0,5.0,5.0,4
1,DSC_1350.tif,3,3,4,2570.0,2790.0,3795.0,4015.0,6.0,6.0,6
1,DSC_1179.tif,3,1,6,810.0,978.0,2798.0,2966.0,6.0,6.0,6
1,DSC_7588.TIF,3,1,6,1045.0,1265.0,2848.0,3068.0,2.0,1.0,0
1,DSC_1350.tif,2,2,1,1618.0,1836.0,1754.0,1972.0,6.0,6.0,6
1,DSC_5086.TIF,3,3,5,2856.0,3118.0,3543.0,3805.0,6.0,4.0,5
1,DSC_0804.tif,2,2,6,1680.0,1916.0,1687.0,1923.0,2.0,2.0,3
1,DSC_2452.tif,1,1,1,860.0,1070.0,355.0,565.0,5.0,5.0,6
1,DSC_4539.TIF,2,2,5,1632.0,1876.0,1980.0,2224.0,5.0,4.0,3
1,DSC_0804.tif,3,1,2,394.0,662.0,3026.0,3294.0,2.0,2.0,4
1,DSC_4392.TIF,3,3,4,2520.0,2722.0,3741.0,3943.0,5.0,5.0,6
1,DSC_6617.tif,2,2,6,1770.0,1956.0,2027.0,2213.0,6.0,6.0,6
1,DSC_7710.TIF,3,1,4,1492.0,1728.0,3952.0,4188.0,6.0,5.0,5
1,DSC_4545.TIF,2,2,1,1164.0,1340.0,1699.0,1875.0,3.0,3.0,4
