img,maxrow,maxcol,row,col,pos,score,x1,x2,y1,y2
_DSC3040.TIF,3,2,1,1,1,3,904,1248,495,839
_DSC3040.TIF,3,2,1,1,2,2,655,1021,820,1186
_DSC3040.TIF,3,2,1,1,3,0,612,1088,1197,1673
_DSC3040.TIF,3,2,1,1,4,1,1348,1752,1172,1576
_DSC3040.TIF,3,2,1,1,5,1,1354,1730,807,1183
_DSC3040.TIF,3,2,1,1,6,6,1217,1599,514,896
_DSC3040.TIF,3,2,1,2,1,0,931,1213,2242,2524
_DSC3040.TIF,3,2,1,2,2,3,780,1056,2540,2816
_DSC3040.TIF,3,2,1,2,3,4,685,1045,2876,3236
_DSC3040.TIF,3,2,1,2,4,3,1340,1654,2915,3229
_DSC3040.TIF,3,2,1,2,5,0,1340,1744,2572,2976
_DSC3040.TIF,3,2,1,2,6,2,1232,1598,2204,2570
_DSC3040.TIF,3,2,2,1,1,4,2540,2862,601,923
_DSC3040.TIF,3,2,2,1,2,0,2342,2724,908,1290
_DSC3040.TIF,3,2,2,1,3,0,2356,2792,1232,1668
_DSC3040.TIF,3,2,2,1,4,3,2991,3373,1286,1668
_DSC3040.TIF,3,2,2,1,5,5,3076,3450,912,1286
_DSC3040.TIF,3,2,2,1,6,2,2935,3263,598,926
_DSC3040.TIF,3,2,2,2,1,0,2472,2792,2075,2395
_DSC3040.TIF,3,2,2,2,2,3,2288,2654,2461,2827
_DSC3040.TIF,3,2,2,2,3,3,2260,2712,2838,3290
_DSC3040.TIF,3,2,2,2,4,6,2995,3371,2830,3206
_DSC3040.TIF,3,2,2,2,5,0,3006,3374,2394,2762
_DSC3040.TIF,3,2,2,2,6,5,2870,3252,2028,2410
_DSC3040.TIF,3,2,3,1,1,5,1191,1473,3680,3962
_DSC3040.TIF,3,2,3,1,2,2,1034,1386,3920,4272
_DSC3040.TIF,3,2,3,1,3,1,1034,1438,4285,4689
_DSC3040.TIF,3,2,3,1,4,4,1622,2074,4329,4781
_DSC3040.TIF,3,2,3,1,5,0,1642,1970,4032,4360
_DSC3040.TIF,3,2,3,1,6,4,1473,1817,3664,4008
_DSC3040.TIF,3,2,3,2,1,1,2472,2830,3604,3962
_DSC3040.TIF,3,2,3,2,2,2,2196,2664,3970,4438
_DSC3040.TIF,3,2,3,2,3,0,2230,2690,4406,4866
_DSC3040.TIF,3,2,3,2,4,1,2904,3362,4300,4758
_DSC3040.TIF,3,2,3,2,5,3,2953,3313,4024,4384
_DSC3040.TIF,3,2,3,2,6,5,2839,3191,3688,4040
_DSC7623.tif,3,3,1,1,1,6,582,896,727,1041
_DSC7623.tif,3,3,1,1,2,0,460,774,1072,1386
_DSC7623.tif,3,3,1,1,3,0,479,853,1386,1760
_DSC7623.tif,3,3,1,1,4,0,1110,1432,1431,1753
_DSC7623.tif,3,3,1,1,5,0,1030,1382,1072,1424
_DSC7623.tif,3,3,1,1,6,0,912,1248,709,1045
_DSC7623.tif,3,3,1,3,1,0,606,950,3618,3962
_DSC7623.tif,3,3,1,3,2,0,418,746,3910,4238
_DSC7623.tif,3,3,1,3,3,0,376,712,4292,4628
_DSC7623.tif,3,3,1,3,4,6,995,1271,4268,4544
_DSC7623.tif,3,3,1,3,5,0,1002,1308,3985,4291
_DSC7623.tif,3,3,1,3,6,0,941,1209,3718,3986
_DSC7623.tif,3,3,2,2,1,0,1339,1669,2364,2694
_DSC7623.tif,3,3,2,2,2,0,1270,1546,2746,3022
_DSC7623.tif,3,3,2,2,3,6,1400,1692,3132,3424
_DSC7623.tif,3,3,2,2,4,0,1920,2250,2884,3214
_DSC7623.tif,3,3,2,2,5,0,1966,2188,2590,2812
_DSC7623.tif,3,3,2,2,6,0,1653,1983,2264,2594
_DSC7623.tif,3,3,3,1,1,0,2316,2590,728,1002
_DSC7623.tif,3,3,3,1,2,6,2227,2509,1034,1316
_DSC7623.tif,3,3,3,1,3,0,1928,2272,1324,1668
_DSC7623.tif,3,3,3,1,4,0,2610,2884,1439,1713
_DSC7623.tif,3,3,3,1,5,0,2632,2968,1026,1362
_DSC7623.tif,3,3,3,1,6,0,2586,2930,712,1056
_DSC7623.tif,3,3,3,3,1,0,2693,2967,3474,3748
_DSC7623.tif,3,3,3,3,2,0,2437,2757,3696,4016
_DSC7623.tif,3,3,3,3,3,0,2368,2750,4086,4468
_DSC7623.tif,3,3,3,3,4,1,2960,3260,4100,4400
_DSC7623.tif,3,3,3,3,5,6,2900,3182,3818,4100
_DSC7623.tif,3,3,3,3,6,0,2934,3202,3596,3864
_DSC3536.TIF,3,3,1,2,1,4,774,1164,1947,2337
_DSC3536.TIF,3,3,1,2,2,0,499,889,2342,2732
_DSC3536.TIF,3,3,1,2,3,0,544,942,2838,3236
_DSC3536.TIF,3,3,1,2,4,5,1308,1698,2854,3244
_DSC3536.TIF,3,3,1,2,5,2,1361,1745,2394,2778
_DSC3536.TIF,3,3,1,2,6,4,1198,1572,2028,2402
_DSC3536.TIF,3,3,1,3,1,2,888,1240,3580,3932
_DSC3536.TIF,3,3,1,3,2,4,862,1320,3910,4368
_DSC3536.TIF,3,3,1,3,3,1,766,1232,4460,4926
_DSC3536.TIF,3,3,1,3,4,5,1516,1936,4437,4857
_DSC3536.TIF,3,3,1,3,5,0,1500,1952,3993,4445
_DSC3536.TIF,3,3,1,3,6,0,1386,1760,3635,4009
_DSC3536.TIF,3,3,2,1,1,3,1630,1990,696,1056
_DSC3536.TIF,3,3,2,1,2,4,1344,1772,926,1354
_DSC3536.TIF,3,3,2,1,3,1,1340,1784,1332,1776
_DSC3536.TIF,3,3,2,1,4,0,2093,2461,1530,1898
_DSC3536.TIF,3,3,2,1,5,1,2116,2468,1048,1400
_DSC3536.TIF,3,3,2,1,6,6,1962,2230,758,1026
_DSC3536.TIF,3,3,3,2,1,2,2350,2654,2128,2432
_DSC3536.TIF,3,3,3,2,2,4,2150,2518,2460,2828
_DSC3536.TIF,3,3,3,2,3,4,2166,2548,2850,3232
_DSC3536.TIF,3,3,3,2,4,1,2954,3282,2896,3224
_DSC3536.TIF,3,3,3,2,5,2,2999,3291,2440,2732
_DSC3536.TIF,3,3,3,2,6,0,2716,3022,2062,2368
_DSC3536.TIF,3,3,3,3,1,6,2525,2809,3664,3948
_DSC3536.TIF,3,3,3,3,2,2,2307,2651,3956,4300
_DSC3536.TIF,3,3,3,3,3,0,2287,2617,4444,4774
_DSC3536.TIF,3,3,3,3,4,0,3037,3359,4460,4782
_DSC3536.TIF,3,3,3,3,5,1,2949,3279,4016,4346
_DSC3536.TIF,3,3,3,3,6,5,2766,3110,3642,3986
DSC_6619.tif,3,3,1,1,1,4,488,738,526,776
DSC_6619.tif,3,3,1,1,2,4,394,644,848,1098
DSC_6619.tif,3,3,1,1,3,0,384,648,1138,1402
DSC_6619.tif,3,3,1,1,4,0,1030,1294,1077,1341
DSC_6619.tif,3,3,1,1,5,0,888,1138,756,1006
DSC_6619.tif,3,3,1,1,6,0,799,1037,440,678
DSC_6619.tif,3,3,1,3,1,0,789,1033,3290,3534
DSC_6619.tif,3,3,1,3,2,0,746,976,3582,3812
DSC_6619.tif,3,3,1,3,3,0,610,908,3829,4127
DSC_6619.tif,3,3,1,3,4,3,1132,1422,3782,4072
DSC_6619.tif,3,3,1,3,5,6,1078,1334,3562,3818
DSC_6619.tif,3,3,2,2,1,0,1480,1670,1930,2120
DSC_6619.tif,3,3,2,2,2,0,1308,1538,2191,2421
DSC_6619.tif,3,3,2,2,3,4,1342,1606,2451,2715
DSC_6619.tif,3,3,2,2,4,6,1768,2018,2378,2628
DSC_6619.tif,3,3,2,2,5,0,1782,2018,2110,2346
DSC_6619.tif,3,3,2,2,6,0,1706,1924,1831,2049
DSC_6619.tif,3,3,3,1,1,0,1954,2204,712,962
DSC_6619.tif,3,3,3,1,2,4,1937,2175,1002,1240
DSC_6619.tif,3,3,3,1,3,3,1992,2228,1271,1507
