img,maxrow,maxcol,row,col,pos,score,x1,x2,y1,y2
DSC_1175.tif,3,3,1,1,1,0,498,802,191,495
DSC_1175.tif,3,3,1,1,2,0,396,700,510,814
DSC_1175.tif,3,3,1,1,3,3,406,674,852,1120
DSC_1175.tif,3,3,1,1,4,5,924,1160,810,1046
DSC_1175.tif,3,3,1,1,5,6,970,1206,523,759
DSC_1175.tif,3,3,1,1,6,0,834,1112,220,498
DSC_1175.tif,3,3,1,3,1,0,1872,2158,292,578
DSC_1175.tif,3,3,1,3,2,0,1720,2040,540,860
DSC_1175.tif,3,3,1,3,3,0,1762,2106,853,1197
DSC_1175.tif,3,3,1,3,4,2,2342,2620,856,1134
DSC_1175.tif,3,3,1,3,5,6,2276,2520,540,784
DSC_1175.tif,3,3,1,3,6,6,2158,2376,360,578
DSC_1175.tif,3,3,2,2,1,6,1197,1441,1484,1728
DSC_1175.tif,3,3,2,2,2,0,1033,1329,1778,2074
DSC_1175.tif,3,3,2,2,3,0,1020,1408,2009,2397
DSC_1175.tif,3,3,2,2,4,0,1678,2022,2011,2355
DSC_1175.tif,3,3,2,2,5,4,1644,1904,1695,1955
DSC_1175.tif,3,3,2,2,6,5,1518,1770,1484,1736
DSC_1175.tif,3,3,3,1,1,5,540,792,2705,2957
DSC_1175.tif,3,3,3,1,2,6,405,633,2924,3152
DSC_1175.tif,3,3,3,1,3,0,322,708,3169,3555
DSC_1175.tif,3,3,3,1,4,0,996,1332,3207,3543
DSC_1175.tif,3,3,3,1,5,0,928,1214,2891,3177
DSC_1175.tif,3,3,3,1,6,4,822,1116,2630,2924
DSC_1175.tif,3,3,3,3,1,0,1998,2276,2696,2974
DSC_1175.tif,3,3,3,3,2,6,1880,2234,2991,3345
DSC_1175.tif,3,3,3,3,3,6,2103,2415,3328,3640
DSC_1175.tif,3,3,3,3,4,0,2519,2823,3176,3480
DSC_1175.tif,3,3,3,3,5,0,2428,2756,2874,3202
DSC_1175.tif,3,3,3,3,6,0,2317,2629,2578,2890
DSC_7584.TIF,3,2,1,1,1,0,996,1324,182,510
DSC_7584.TIF,3,2,1,1,2,0,844,1206,439,801
DSC_7584.TIF,3,2,1,1,3,0,894,1290,768,1164
DSC_7584.TIF,3,2,1,1,4,0,1500,1862,801,1163
DSC_7584.TIF,3,2,1,1,5,0,1471,1791,448,768
DSC_7584.TIF,3,2,1,1,6,0,1348,1644,135,431
DSC_7584.TIF,3,2,2,1,1,0,826,1146,1429,1749
DSC_7584.TIF,3,2,2,1,2,0,586,974,1762,2150
DSC_7584.TIF,3,2,2,1,3,0,502,948,2124,2570
DSC_7584.TIF,3,2,2,1,4,0,1316,1720,2132,2536
DSC_7584.TIF,3,2,2,1,5,0,1316,1686,1670,2040
DSC_7584.TIF,3,2,2,1,6,0,1087,1459,1390,1762
DSC_7584.TIF,3,2,2,2,1,0,2162,2432,1206,1476
DSC_7584.TIF,3,2,2,2,2,0,1964,2344,1424,1804
DSC_7584.TIF,3,2,2,2,3,0,1993,2315,1828,2150
